configuration,dataset,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 2: More Epochs - Advanced,Advanced,#الاتحاد_الفتح مازال فريق ابوقمطه يلعب ب+ أسلوب الهجمات المرتدة حيلة الضعيف ل+ كن لن تدوم طويلا هذا الأسلوب ..,0,1,Negative,Positive,False Positive,110,19
Config 2: More Epochs - Advanced,Advanced,يعين أهلنا تونس يءاخذهم فعله السفهاء أمثال السبسي و+ بشري اللهم آرنا عجاءب قدرتك يحارب الإسلام,0,1,Negative,Positive,False Positive,94,16
Config 2: More Epochs - Advanced,Advanced,هو بنات الناس لعبه في أيديكم و+ لا اشتريتوها دي ل+ يهم أهل وليهم ناس حسبنا الله و+ نعم الوكيل في و+ كل اللي يجي على واحده ست و+ لا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسأل على أهله و+ ناسه و+ فصل و+ أصله,0,1,Negative,Positive,False Positive,219,49
Config 2: More Epochs - Advanced,Advanced,ب+ خصوص كلمة (النجمة الايقونية) أي فشرت تنحط هي الكلمة ل+ وحدة رخيصه متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسه ب+ عدوهن عن و+ س+ أخه الناس,0,1,Negative,Positive,False Positive,152,29
Config 2: More Epochs - Advanced,Advanced,المعركة بين جنود الدولة و+ فلول النظام . و+ ليس بين السنة و+ العلوية نقطه أنتهي الوعي .. الوعي,0,1,Negative,Positive,False Positive,94,19
Config 2: More Epochs - Advanced,Advanced,لو لطيفه توصل ل+ ربع صوت ف+ له لجزاءريه أنا بنتحر علنا لهلق بعدها لطيفه بتنشز أنت ف+ ين و ف+ له ف+ ين هههه,1,0,Positive,Negative,False Negative,106,25
Config 2: More Epochs - Advanced,Advanced,و+ لله يا أديب كلنا بنسعي أنه محد يتعرض لهيك شي ، ف ما ب+ عرف كيف عقلك صغير ل+ درجة أنك شايف الاغتصاب شيء يرجى,1,0,Positive,Negative,False Negative,110,26
Config 2: More Epochs - Advanced,Advanced,مافيش حل غير المقاطعة ربنا يكرم و+ الناس تستجيب بس,0,1,Negative,Positive,False Positive,50,10
Config 2: More Epochs - Advanced,Advanced,أحلام شكلها ب+ تآكل إلى على المصرح,0,1,Negative,Positive,False Positive,34,7
Config 2: More Epochs - Advanced,Advanced,س+ يرين حبيبتي....منشااااان الله لا تحكى مصري! خليكي عم تحكى لبناني ل+ أنو ل+ ما تحكى مصري بتكوني متل البنغالي ياللي عم يحكى عربي مكسسسر,0,1,Negative,Positive,False Positive,136,25
Config 2: More Epochs - Advanced,Advanced,😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم ب+ أرقام قياسيه ب+ الإضافة ل+ لانكماش إلى في النمو إلى عندهم,1,0,Positive,Negative,False Negative,118,23
Config 2: More Epochs - Advanced,Advanced,طوله أحسن منھا البوندسليغا السودانية 😂 😂 😂,1,0,Positive,Negative,False Negative,42,8
Config 2: More Epochs - Advanced,Advanced,ع شنو مغروره أنتي لو حلوه مثل تفاحه العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 2: More Epochs - Advanced,Advanced,ياناااس ل+ حد يسوى لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,47,10
Config 2: More Epochs - Advanced,Advanced,يا ريت يشاركوا ب+ المحترفين ل+ أن لا يوجد دوري أواسط في ليبيا,0,1,Negative,Positive,False Positive,61,13
Config 2: More Epochs - Advanced,Advanced,شنو هالغرور الملكة ملكه على روحهة مو على الناس أموت منهة و+ من الخليج كله,1,0,Positive,Negative,False Negative,73,15
Config 2: More Epochs - Advanced,Advanced,يا الله شو هلشي المقزز و+ القرف ماخد بحالو مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,76,16
Config 2: More Epochs - Advanced,Advanced,ميسي مزال خاصو كأس الخليج و+ يرجع أعظم لاعب في التاريخ كأس الخليج = دوره رمضانيه,0,1,Negative,Positive,False Positive,80,16
Config 2: More Epochs - Advanced,Advanced,هذه على ما أظن لم تتمتع و لم تلعب في صغرها و ب+ التالي أصيبت بما يسمى ب+ الفرنسي retoure d age,1,0,Positive,Negative,False Negative,94,22
Config 2: More Epochs - Advanced,Advanced,اليهودي جورج سورس صاحب الدولة العميقة ، شخصيه مثيره للجدل، يتهم ب+ تأثيره على القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,114,21
Config 2: More Epochs - Advanced,Advanced,لو كانت متعلمه ما كان هذا حالها نقطه ل+ سطر,1,0,Positive,Negative,False Negative,43,10
Config 2: More Epochs - Advanced,Advanced,يا عم أقعد ع جنب بلا تدير بلا تتنيل قصدك ب+ تلمها تدفعها فوايد و+ أقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,99,22
Config 2: More Epochs - Advanced,Advanced,فعلا مش ب+ نفوذها و+ مالها و شكلها الملوكية ب+ الأخلاق و الاحترام و+ بس,0,1,Negative,Positive,False Positive,71,15
Config 2: More Epochs - Advanced,Advanced,عجلوا في سقوط بشار الأسود حتى يتفرغ جند الشام في تحرير الأقصى ف+ مادام الأقصى أسيرا عن اليهود ف+ سوف يتفننون في إذلاله و+ هدمه,0,1,Negative,Positive,False Positive,126,25
Config 2: More Epochs - Advanced,Advanced,هودي زعران بلطجيه و+ الحركة ما في ب+ صفوفها هيك شي النبية مثر يكونوا كلن متلو ذو تقوى و+ إيمان و+ في سبيل الأعمال الصالحة,0,1,Negative,Positive,False Positive,121,25
Config 3: Smaller Batch - Advanced,Advanced,أن بعض نصوص و+ مواد قانون حظر التطبيع قد شرعت ل+ فتح ب+ آب التطبيع لا حظره #عدلوا_قانون_التجريم,1,0,Positive,Negative,False Negative,95,18
Config 3: Smaller Batch - Advanced,Advanced,أن كان يغالط في أحداث مصر حتى يلوم الأخوان عمال على بطال، ف+ ما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,85,18
Config 3: Smaller Batch - Advanced,Advanced,وش قالت قالت رقاصه و+ أنتي وش يا الطقاقه عاشو ترأ ك+ لكم نفس بعض,0,1,Negative,Positive,False Positive,64,15
Config 3: Smaller Batch - Advanced,Advanced,خسءت أيها المرتد الوقح السيد حسن في وضعية. ( قدم سلاحك). ل+ لوطن الحبيب و+ ليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,18
Config 3: Smaller Batch - Advanced,Advanced,نناشد الشرفاء و+ أصحاب الغيرة و+ الشهامة أن يساعد هذه المرأة التي خطفت بنتها من قبل العصابات الإجرامية الإرهابية التي تستهدف الأقليات في سوريا,1,0,Positive,Negative,False Negative,142,24
Config 3: Smaller Batch - Advanced,Advanced,هي دوابه جاية عابشر ب+ الغلط يولى روحي أرعى و+ أكلي جت أحسن لج يامطمطمة ياطنفسة موزين مكبرين راسج و+ يحكون معاك,0,1,Negative,Positive,False Positive,111,22
Config 3: Smaller Batch - Advanced,Advanced,هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي كلهم كلاب وهيخربو البلد,0,1,Negative,Positive,False Positive,84,15
Config 3: Smaller Batch - Advanced,Advanced,نفس الجهة اللي صنفته إرهابي صنفت نيسلون مانديلا إرهابي و+ تشي غيفارا إرهابي و+ كان ممكن تصنفنا كلنا إرهابيين ل+ أنه ضد مصالحها ب+ شكل أو ب+ آخر و+ ب+ نفس الوقت ما قدرت تصنف بشار الأسد و+ نظامه ك+ إرهابيين ..,1,0,Positive,Negative,False Negative,207,42
Config 3: Smaller Batch - Advanced,Advanced,و+ الله نتمنى يكونوا كما حسن ظنك عزيزي ل+ كن تاريخهم في خلايا التجسس يجعلنا نشك بهم دوما,1,0,Positive,Negative,False Negative,88,18
Config 3: Smaller Batch - Advanced,Advanced,كاضم تاريخه و+ صوته و+ فنه يشهد أله مو جورج و+ لا هذولي ألحته ما معروف اسمهم,1,0,Positive,Negative,False Negative,76,17
Config 3: Smaller Batch - Advanced,Advanced,بما أن السعودية دفعت جبال ف+ لوس عشان تعمل كوره عندها و+ تبقا نمره واحد في الكورة العربية وجه الأهلي سيد القارة و+ زعيم أفريقيا هدم كل ده و+ أخد كبيرين السعودية ورا مصنع الكراسي ف+ طبيعي جعر مصر يبقا هو البطل الحقيقي و+ الأهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,238,48
Config 3: Smaller Batch - Advanced,Advanced,حتى أما تقدم على أنك تلبس شماس في الكنيسة يوم العيد محدش بيرد مش عايز أشتم,0,1,Negative,Positive,False Positive,74,16
Config 3: Smaller Batch - Advanced,Advanced,و+ الله يا دكتور فقدان امتيازات حواجز التشليح و+ تجارة الكبتاغون و+ السمسرة على أرواح المعتقلين صعب,1,0,Positive,Negative,False Negative,99,17
Config 3: Smaller Batch - Advanced,Advanced,ب+ نفس أسلوب مجزرة بورسعيد أهالي الكنيسة ل+ ما النار اشتعلت جريوا على أبواب النجاة لقوها مقفولة فكر ل+ برهة كده 🤔🤔🤔🤔🤔,1,0,Positive,Negative,False Negative,117,22
Config 3: Smaller Batch - Advanced,Advanced,مين شيرين مين حسام حبيبي عشان تعملي حلقات عليهم أنتو معاكم ملاين مش حاسين ب+ الشعب ناس فاضية قوللنا كيلو اللحمة بكام و+ الأسعار آية إنما أنتو مش حسين ب+ حاجة معاكم ملاين إنما لو سالناكي فساتين بكام و+ هو معاه آية وشيرين معاها ك+ أم مليون أنتو ناس من كوكب تأني,1,0,Positive,Negative,False Negative,259,52
Config 3: Smaller Batch - Advanced,Advanced,ألنتن ياهو س+ يوقع صاغرا على الاتفاق ل+ لمرحلة الثانية.اما تصريحاته ف+ هي تعبير عن خوفه على مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,113,21
Config 3: Smaller Batch - Advanced,Advanced,أنا مستغربه أنه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,115,21
Config 3: Smaller Batch - Advanced,Advanced,القاعدة الأولي : الراجل ميمدش أيده ع واحده ست القاعدة التانية : لو ست مدت أيدها ع راجل متبقاش ست,1,0,Positive,Negative,False Negative,96,20
Config 3: Smaller Batch - Advanced,Advanced,شوى بحث في يوتوب عن أعضاء الماسونية و+ ألمس الشيطاني ل+ جميع أعضاءها و+ سيطرة و+ التحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,102,20
Config 3: Smaller Batch - Advanced,Advanced,انتبهي القمر يجوع و+ يأكل جزره و+ تغرقين 😂,1,0,Positive,Negative,False Negative,42,9
Config 3: Smaller Batch - Advanced,Advanced,العمى عم يزت جوزها.... شو هل الرجال مبين طنط,1,0,Positive,Negative,False Negative,44,9
